Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2011;1;4;08279801004;1331;763;40;5;718;0,569496619;127;16,75%;312;41,16%;60;7,92%;66;8,71%;41;5,41%;6;0,79%;28;3,69%;8;1,06%;17;2,24%;;;;;;;;;;;53;0.0738
Municipals;2011;1;5;08279801005;941;570;29;6;535;0,59936238;99;17,55%;236;41,84%;43;7,62%;53;9,40%;36;6,38%;5;0,89%;19;3,37%;1;0,18%;7;1,24%;;;;;;;;;;;36;0.0673
Municipals;2011;1;6;08279801006;1182;687;31;12;644;0,57106599;100;14,81%;306;45,33%;47;6,96%;77;11,41%;40;5,93%;9;1,33%;15;2,22%;1;0,15%;15;2,22%;;;;;;;;;;;34;0.0528
Municipals;2011;1;7;08279801007;1239;708;38;8;662;0,564971751;143;20,43%;309;44,14%;41;5,86%;75;10,71%;28;4,00%;7;1,00%;18;2,57%;4;0,57%;6;0,86%;;;;;;;;;;;31;0.0468
Municipals;2011;1;8;08279801008;1701;997;44;18;935;0,575543798;139;14,20%;497;50,77%;72;7,35%;95;9,70%;51;5,21%;8;0,82%;20;2,04%;3;0,31%;16;1,63%;;;;;;;;;;;34;0.0364
Municipals;2011;1;9;08279801009;863;488;28;10;450;0,553881808;75;15,69%;243;50,84%;37;7,74%;44;9,21%;22;4,60%;6;1,26%;6;1,26%;1;0,21%;8;1,67%;;;;;;;;;;;8;0.0178
Municipals;2011;1;10;08279801010;930;483;34;8;441;0,510752688;99;20,84%;176;37,05%;53;11,16%;32;6,74%;37;7,79%;3;0,63%;13;2,74%;4;0,84%;7;1,47%;;;;;;;;;;;17;0.0385
Municipals;2011;1;11;08279801011;939;442;28;9;405;0,46112886;155;35,80%;94;21,71%;17;3,93%;42;9,70%;37;8,55%;15;3,46%;9;2,08%;10;2,31%;10;2,31%;;;;;;;;;;;16;0.0395
Municipals;2011;1;12;08279801012;1078;502;21;9;472;0,457328386;151;30,63%;125;25,35%;29;5,88%;49;9,94%;63;12,78%;12;2,43%;10;2,03%;6;1,22%;9;1,83%;;;;;;;;;;;18;0.0381
Municipals;2011;1;13;08279801013;630;292;16;1;275;0,461904762;110;37,80%;40;13,75%;11;3,78%;44;15,12%;34;11,68%;12;4,12%;2;0,69%;8;2,75%;2;0,69%;;;;;;;;;;;12;0.0436
Municipals;2011;1;14;08279801014;1582;754;45;10;699;0,470290771;278;37,37%;132;17,74%;25;3,36%;116;15,59%;57;7,66%;21;2,82%;5;0,67%;24;3,23%;14;1,88%;;;;;;;;;;;27;0.0386
Municipals;2011;1;15;08279801015;940;501;24;11;466;0,521276596;182;37,14%;113;23,06%;37;7,55%;40;8,16%;53;10,82%;6;1,22%;5;1,02%;0;0,00%;7;1,43%;;;;;;;;;;;23;0.0494
Municipals;2011;1;16;08279801016;1771;940;42;18;880;0,520609825;258;27,98%;286;31,02%;77;8,35%;85;9,22%;58;6,29%;15;1,63%;19;2,06%;4;0,43%;27;2,93%;;;;;;;;;;;51;0.0580
Municipals;2011;1;17;08279801017;1652;967;25;12;930;0,578087167;227;23,77%;385;40,31%;74;7,75%;75;7,85%;70;7,33%;8;0,84%;18;1,88%;16;1,68%;14;1,47%;;;;;;;;;;;43;0.0462
Municipals;2011;1;18;08279801018;430;259;10;2;247;0,597674419;40;15,56%;117;45,53%;24;9,34%;15;5,84%;19;7,39%;1;0,39%;5;1,95%;6;2,33%;6;2,33%;;;;;;;;;;;14;0.0567
Municipals;2011;1;19;08279801019;1096;587;21;7;559;0,52919708;158;27,24%;121;20,86%;44;7,59%;87;15,00%;64;11,03%;19;3,28%;8;1,38%;18;3,10%;13;2,24%;;;;;;;;;;;27;0.0483
Municipals;2011;1;20;08279801020;948;546;25;4;517;0,571729958;163;30,07%;162;29,89%;48;8,86%;61;11,25%;40;7,38%;9;1,66%;9;1,66%;0;0,00%;8;1,48%;;;;;;;;;;;17;0.0329
Municipals;2011;1;21;08279801021;1035;544;35;11;498;0,514975845;142;26,64%;142;26,64%;27;5,07%;60;11,26%;51;9,57%;21;3,94%;10;1,88%;20;3,75%;6;1,13%;;;;;;;;;;;19;0.0382
Municipals;2011;1;22;08279801022;1316;685;31;14;640;0,509878419;135;20,12%;251;37,41%;48;7,15%;78;11,62%;45;6,71%;5;0,75%;9;1,34%;4;0,60%;17;2,53%;;;;;;;;;;;48;0.0750
Municipals;2011;1;23;08279801023;935;528;33;7;488;0,557219251;126;24,18%;170;32,63%;32;6,14%;58;11,13%;38;7,29%;12;2,30%;10;1,92%;10;1,92%;9;1,73%;;;;;;;;;;;23;0.0471
Municipals;2011;1;24;08279801024;609;391;14;8;369;0,628899836;46;12,01%;194;50,65%;38;9,92%;27;7,05%;27;7,05%;3;0,78%;14;3,66%;1;0,26%;5;1,31%;;;;;;;;;;;14;0.0379
Municipals;2011;2;1;08279802001;1039;542;18;3;521;0,518768046;241;44,71%;54;10,02%;16;2,97%;98;18,18%;46;8,53%;8;1,48%;2;0,37%;23;4,27%;3;0,56%;;;;;;;;;;;30;0.0576
Municipals;2011;2;2;08279802002;509;262;8;;254;0,514734774;107;40,84%;39;14,89%;7;2,67%;43;16,41%;25;9,54%;2;0,76%;0;0,00%;17;6,49%;4;1,53%;;;;;;;;;;;10;0.0394
Municipals;2011;2;3;08279802003;497;250;7;1;242;0,501006036;118;47,39%;39;15,66%;4;1,61%;40;16,06%;9;3,61%;2;0,80%;1;0,40%;15;6,02%;1;0,40%;;;;;;;;;;;13;0.0537
Municipals;2011;2;4;08279802004;737;361;10;3;348;0,485753053;165;46,09%;44;12,29%;4;1,12%;53;14,80%;35;9,78%;5;1,40%;0;0,00%;25;6,98%;4;1,12%;;;;;;;;;;;13;0.0374
Municipals;2011;2;5;08279802005;789;397;13;9;375;0,491761724;140;36,08%;65;16,75%;12;3,09%;62;15,98%;19;4,90%;9;2,32%;1;0,26%;34;8,76%;4;1,03%;;;;;;;;;;;29;0.0773
Municipals;2011;2;6;08279802006;689;337;14;6;317;0,480406386;106;32,02%;52;15,71%;14;4,23%;51;15,41%;45;13,60%;13;3,93%;0;0,00%;19;5,74%;8;2,42%;;;;;;;;;;;9;0.0284
Municipals;2011;2;7;08279802007;318;141;8;1;132;0,440251572;40;28,57%;20;14,29%;3;2,14%;41;29,29%;10;7,14%;2;1,43%;1;0,71%;8;5,71%;0;0,00%;;;;;;;;;;;7;0.0530
Municipals;2011;2;8;08279802008;712;332;20;1;311;0,46488764;122;36,86%;48;14,50%;10;3,02%;37;11,18%;33;9,97%;14;4,23%;3;0,91%;26;7,85%;5;1,51%;;;;;;;;;;;13;0.0418
Municipals;2011;2;9;08279802009;564;282;9;3;270;0,494680851;127;45,52%;26;9,32%;8;2,87%;46;16,49%;28;10,04%;6;2,15%;3;1,08%;11;3,94%;2;0,72%;;;;;;;;;;;13;0.0481
Municipals;2011;2;10;08279802010;462;230;8;4;218;0,489177489;86;38,05%;17;7,52%;7;3,10%;36;15,93%;29;12,83%;3;1,33%;0;0,00%;21;9,29%;5;2,21%;;;;;;;;;;;14;0.0642
Municipals;2011;2;11;08279802011;851;346;20;7;319;0,398354877;126;37,17%;59;17,40%;3;0,88%;49;14,45%;36;10,62%;10;2,95%;1;0,29%;14;4,13%;10;2,95%;;;;;;;;;;;11;0.0345
Municipals;2011;2;12;08279802012;633;305;20;1;284;0,480252765;101;33,22%;65;21,38%;28;9,21%;35;11,51%;25;8,22%;4;1,32%;0;0,00%;7;2,30%;3;0,99%;;;;;;;;;;;16;0.0563
Municipals;2011;2;14;08279802014;1355;549;31;12;506;0,396309963;170;31,66%;89;16,57%;16;2,98%;70;13,04%;66;12,29%;27;5,03%;7;1,30%;31;5,77%;12;2,23%;;;;;;;;;;;18;0.0356
Municipals;2011;2;15;08279802015;637;255;1;0;254;0,400313972;68;26,67%;144;56,47%;4;1,57%;12;4,71%;6;2,35%;0;0,00%;0;0,00%;7;2,75%;2;0,78%;;;;;;;;;;;11;0.0433
Municipals;2011;2;16;08279802016;1173;457;48;7;402;0,383631714;124;27,56%;57;12,67%;19;4,22%;47;10,44%;59;13,11%;16;3,56%;3;0,67%;45;10,00%;9;2,00%;;;;;;;;;;;23;0.0572
Municipals;2011;2;17;08279802017;846;325;7;5;313;0,378250591;124;38,75%;50;15,63%;4;1,25%;28;8,75%;41;12,81%;8;2,50%;1;0,31%;32;10,00%;8;2,50%;;;;;;;;;;;17;0.0543
Municipals;2011;3;1;08279803001;1337;632;30;2;600;0,471204188;222;35,24%;146;23,17%;32;5,08%;76;12,06%;51;8,10%;18;2,86%;5;0,79%;9;1,43%;6;0,95%;;;;;;;;;;;35;0.0583
Municipals;2011;3;2;08279803002;965;519;29;3;487;0,534715026;163;31,59%;127;24,61%;24;4,65%;63;12,21%;49;9,50%;7;1,36%;8;1,55%;15;2,91%;8;1,55%;;;;;;;;;;;23;0.0472
Municipals;2011;3;3;08279803003;1165;520;28;4;488;0,442918455;209;40,50%;92;17,83%;24;4,65%;58;11,24%;44;8,53%;10;1,94%;2;0,39%;20;3,88%;8;1,55%;;;;;;;;;;;21;0.0430
Municipals;2011;3;4;08279803004;894;348;31;6;311;0,382550336;148;43,27%;41;11,99%;4;1,17%;37;10,82%;35;10,23%;10;2,92%;3;0,88%;18;5,26%;4;1,17%;;;;;;;;;;;11;0.0354
Municipals;2011;3;5;08279803005;1413;654;39;8;607;0,457183298;193;29,88%;195;30,19%;45;6,97%;41;6,35%;53;8,20%;7;1,08%;7;1,08%;10;1,55%;12;1,86%;;;;;;;;;;;44;0.0725
Municipals;2011;3;6;08279803006;1400;672;36;5;631;0,476428571;159;23,84%;224;33,58%;49;7,35%;66;9,90%;50;7,50%;8;1,20%;9;1,35%;20;3,00%;20;3,00%;;;;;;;;;;;26;0.0412
Municipals;2011;3;7;08279803007;1516;736;52;13;671;0,476912929;167;23,10%;205;28,35%;45;6,22%;67;9,27%;76;10,51%;21;2,90%;16;2,21%;18;2,49%;27;3,73%;;;;;;;;;;;29;0.0432
Municipals;2011;3;8;08279803008;1203;550;17;7;526;0,451371571;273;50,28%;83;15,29%;8;1,47%;68;12,52%;42;7,73%;10;1,84%;1;0,18%;20;3,68%;2;0,37%;;;;;;;;;;;19;0.0361
Municipals;2011;3;9;08279803009;1816;769;43;10;716;0,417951542;213;28,06%;158;20,82%;30;3,95%;95;12,52%;98;12,91%;29;3,82%;18;2,37%;22;2,90%;14;1,84%;;;;;;;;;;;39;0.0545
Municipals;2011;3;10;08279803010;1537;631;22;8;601;0,405335068;262;42,05%;80;12,84%;7;1,12%;96;15,41%;86;13,80%;11;1,77%;1;0,16%;22;3,53%;8;1,28%;;;;;;;;;;;28;0.0466
Municipals;2011;3;11;08279803011;1115;371;14;4;353;0,329147982;161;43,87%;40;10,90%;2;0,54%;62;16,89%;32;8,72%;11;3,00%;4;1,09%;16;4,36%;3;0,82%;;;;;;;;;;;22;0.0623
Municipals;2011;3;12;08279803012;1715;757;30;8;719;0,436734694;247;32,98%;104;13,89%;14;1,87%;190;25,37%;80;10,68%;25;3,34%;1;0,13%;17;2,27%;10;1,34%;;;;;;;;;;;31;0.0431
Municipals;2011;3;13;08279803013;425;206;8;1;197;0,482352941;89;43,41%;54;26,34%;2;0,98%;25;12,20%;10;4,88%;2;0,98%;1;0,49%;6;2,93%;1;0,49%;;;;;;;;;;;7;0.0355
Municipals;2011;3;14;08279803014;1107;469;18;6;445;0,418247516;186;40,17%;66;14,25%;17;3,67%;74;15,98%;35;7,56%;3;0,65%;13;2,81%;16;3,46%;13;2,81%;;;;;;;;;;;22;0.0494
Municipals;2011;3;15;08279803015;861;466;26;6;434;0,534262485;172;37,39%;81;17,61%;14;3,04%;64;13,91%;54;11,74%;13;2,83%;4;0,87%;12;2,61%;3;0,65%;;;;;;;;;;;17;0.0392
Municipals;2011;3;16;08279803016;605;334;10;3;321;0,547107438;183;55,29%;19;5,74%;10;3,02%;45;13,60%;25;7,55%;2;0,60%;0;0,00%;20;6,04%;5;1,51%;;;;;;;;;;;12;0.0374
Municipals;2011;3;17;08279803017;853;401;26;3;372;0,466588511;169;42,46%;45;11,31%;8;2,01%;61;15,33%;37;9,30%;13;3,27%;0;0,00%;12;3,02%;7;1,76%;;;;;;;;;;;20;0.0538
Municipals;2011;3;18;08279803018;766;372;6;14;352;0,467362924;153;42,74%;42;11,73%;10;2,79%;50;13,97%;31;8,66%;6;1,68%;0;0,00%;26;7,26%;9;2,51%;;;;;;;;;;;25;0.0710
Municipals;2011;3;19;08279803019;931;443;11;3;429;0,472610097;211;47,95%;49;11,14%;11;2,50%;64;14,55%;43;9,77%;13;2,95%;8;1,82%;15;3,41%;2;0,45%;;;;;;;;;;;13;0.0303
Municipals;2011;3;20;08279803020;1224;544;25;7;512;0,43872549;196;36,50%;93;17,32%;40;7,45%;68;12,66%;45;8,38%;13;2,42%;6;1,12%;21;3,91%;12;2,23%;;;;;;;;;;;18;0.0352
Municipals;2011;4;1;08279804001;1038;561;23;6;532;0,534682081;107;19,28%;274;49,37%;20;3,60%;46;8,29%;36;6,49%;6;1,08%;14;2,52%;6;1,08%;6;1,08%;;;;;;;;;;;17;0.0320
Municipals;2011;4;2;08279804002;1128;589;22;13;554;0,510638298;136;23,61%;258;44,79%;33;5,73%;31;5,38%;35;6,08%;7;1,22%;10;1,74%;5;0,87%;11;1,91%;;;;;;;;;;;28;0.0505
Municipals;2011;4;3;08279804003;1214;640;31;18;591;0,512355848;160;25,72%;206;33,12%;30;4,82%;65;10,45%;65;10,45%;5;0,80%;7;1,13%;19;3,05%;8;1,29%;;;;;;;;;;;26;0.0440
Municipals;2011;4;4;08279804004;1094;577;23;8;546;0,520109689;180;31,63%;155;27,24%;31;5,45%;63;11,07%;59;10,37%;6;1,05%;9;1,58%;11;1,93%;8;1,41%;;;;;;;;;;;24;0.0440
Municipals;2011;4;5;08279804005;1157;549;28;13;508;0,46326707;145;27,05%;160;29,85%;26;4,85%;47;8,77%;48;8,96%;15;2,80%;6;1,12%;17;3,17%;17;3,17%;;;;;;;;;;;27;0.0531
Municipals;2011;4;6;08279804006;1359;696;34;13;649;0,502575423;263;38,51%;122;17,86%;19;2,78%;89;13,03%;68;9,96%;22;3,22%;7;1,02%;15;2,20%;9;1,32%;;;;;;;;;;;35;0.0539
Municipals;2011;4;7;08279804007;1787;766;33;12;721;0,421936206;292;38,73%;131;17,37%;21;2,79%;92;12,20%;80;10,61%;17;2,25%;14;1,86%;31;4,11%;10;1,33%;;;;;;;;;;;33;0.0458
Municipals;2011;4;8;08279804008;852;421;16;6;399;0,487089202;129;31,08%;70;16,87%;9;2,17%;62;14,94%;62;14,94%;13;3,13%;3;0,72%;22;5,30%;1;0,24%;;;;;;;;;;;28;0.0702
Municipals;2011;4;9;08279804009;746;312;8;2;302;0,415549598;123;39,68%;24;7,74%;2;0,65%;54;17,42%;30;9,68%;8;2,58%;1;0,32%;34;10,97%;8;2,58%;;;;;;;;;;;18;0.0596
Municipals;2011;4;10;08279804010;459;208;3;2;203;0,448801743;113;54,85%;18;8,74%;10;4,85%;24;11,65%;20;9,71%;0;0,00%;2;0,97%;5;2,43%;0;0,00%;;;;;;;;;;;11;0.0542
Municipals;2011;4;11;08279804011;564;265;13;1;251;0,468085106;122;46,21%;38;14,39%;7;2,65%;23;8,71%;27;10,23%;8;3,03%;3;1,14%;12;4,55%;3;1,14%;;;;;;;;;;;8;0.0319
Municipals;2011;4;12;08279804012;968;502;20;16;466;0,502066116;171;35,19%;111;22,84%;22;4,53%;41;8,44%;57;11,73%;3;0,62%;10;2,06%;17;3,50%;11;2,26%;;;;;;;;;;;23;0.0494
Municipals;2011;4;13;08279804013;1198;654;25;23;606;0,526711185;183;29,00%;207;32,81%;40;6,34%;58;9,19%;50;7,92%;6;0,95%;8;1,27%;13;2,06%;13;2,06%;;;;;;;;;;;28;0.0462
Municipals;2011;4;14;08279804014;941;552;23;9;520;0,577045696;93;17,13%;255;46,96%;46;8,47%;55;10,13%;24;4,42%;3;0,55%;14;2,58%;1;0,18%;7;1,29%;;;;;;;;;;;22;0.0423
Municipals;2011;4;15;08279804015;837;496;18;7;471;0,584229391;56;11,45%;274;56,03%;29;5,93%;42;8,59%;31;6,34%;1;0,20%;13;2,66%;4;0,82%;7;1,43%;;;;;;;;;;;14;0.0297
Municipals;2011;4;16;08279804016;923;551;17;11;523;0,585048754;77;14,26%;272;50,37%;26;4,81%;56;10,37%;37;6,85%;2;0,37%;16;2,96%;1;0,19%;17;3,15%;;;;;;;;;;;19;0.0363
Municipals;2011;4;17;08279804017;1050;603;43;11;549;0,563809524;115;19,43%;195;32,94%;61;10,30%;58;9,80%;41;6,93%;8;1,35%;11;1,86%;6;1,01%;18;3,04%;;;;;;;;;;;36;0.0656
Municipals;2011;4;18;08279804018;1603;824;37;10;777;0,507797879;220;27,03%;276;33,91%;45;5,53%;69;8,48%;69;8,48%;16;1,97%;17;2,09%;16;1,97%;14;1,72%;;;;;;;;;;;35;0.0450
Municipals;2011;4;19;08279804019;915;429;25;7;397;0,461202186;134;31,75%;83;19,67%;18;4,27%;60;14,22%;42;9,95%;10;2,37%;7;1,66%;11;2,61%;15;3,55%;;;;;;;;;;;17;0.0428
Municipals;2011;4;20;08279804020;528;237;11;3;223;0,443181818;129;55,13%;21;8,97%;2;0,85%;34;14,53%;12;5,13%;1;0,43%;2;0,85%;14;5,98%;1;0,43%;;;;;;;;;;;7;0.0314
Municipals;2011;4;21;08279804021;779;359;19;6;334;0,453145058;161;45,61%;35;9,92%;9;2,55%;56;15,86%;29;8,22%;3;0,85%;3;0,85%;19;5,38%;4;1,13%;;;;;;;;;;;15;0.0449
Municipals;2011;4;22;08279804022;1575;682;38;3;641;0,431111111;203;29,90%;82;12,08%;17;2,50%;104;15,32%;74;10,90%;37;5,45%;4;0,59%;37;5,45%;15;2,21%;;;;;;;;;;;68;0.1061
Municipals;2011;4;23;08279804023;1519;721;34;12;675;0,466754444;246;34,70%;111;15,66%;13;1,83%;92;12,98%;106;14,95%;23;3,24%;6;0,85%;29;4,09%;5;0,71%;;;;;;;;;;;44;0.0652
Municipals;2011;4;24;08279804024;1439;558;25;9;524;0,381514941;174;31,69%;102;18,58%;19;3,46%;110;20,04%;49;8,93%;13;2,37%;2;0,36%;20;3,64%;7;1,28%;;;;;;;;;;;28;0.0534
Municipals;2011;4;25;08279804025;931;422;14;4;404;0,448979592;153;36,60%;97;23,21%;14;3,35%;47;11,24%;41;9,81%;12;2,87%;1;0,24%;11;2,63%;8;1,91%;;;;;;;;;;;20;0.0495
Municipals;2011;4;26;08279804026;1030;595;32;9;554;0,568932039;129;22,01%;239;40,78%;33;5,63%;55;9,39%;47;8,02%;4;0,68%;12;2,05%;4;0,68%;11;1,88%;;;;;;;;;;;20;0.0361
Municipals;2011;5;1;08279805001;1411;651;39;14;598;0,45145287;195;30,61%;153;24,02%;22;3,45%;77;12,09%;52;8,16%;21;3,30%;12;1,88%;15;2,35%;14;2,20%;;;;;;;;;;;37;0.0619
Municipals;2011;5;2;08279805002;1126;519;21;12;486;0,45026643;215;42,41%;77;15,19%;10;1,97%;79;15,58%;40;7,89%;6;1,18%;3;0,59%;20;3,94%;10;1,97%;;;;;;;;;;;26;0.0535
Municipals;2011;5;3;08279805003;1390;685;22;6;657;0,488489209;195;28,72%;212;31,22%;36;5,30%;80;11,78%;51;7,51%;9;1,33%;16;2,36%;17;2,50%;14;2,06%;;;;;;;;;;;27;0.0411
Municipals;2011;5;4;08279805004;1114;593;36;10;547;0,523339318;197;33,79%;148;25,39%;50;8,58%;57;9,78%;41;7,03%;8;1,37%;9;1,54%;12;2,06%;9;1,54%;;;;;;;;;;;16;0.0293
Municipals;2011;5;5;08279805005;752;389;15;5;369;0,510638298;101;26,30%;120;31,25%;25;6,51%;36;9,38%;35;9,11%;3;0,78%;8;2,08%;11;2,86%;8;2,08%;;;;;;;;;;;22;0.0596
Municipals;2011;5;6;08279805006;1588;944;51;9;884;0,588790932;232;24,81%;269;28,77%;48;5,13%;77;8,24%;79;8,45%;6;0,64%;11;1,18%;103;11,02%;21;2,25%;;;;;;;;;;;38;0.0430
Municipals;2011;5;7;08279805007;864;507;28;4;475;0,582175926;108;21,47%;163;32,41%;54;10,74%;47;9,34%;50;9,94%;5;0,99%;13;2,58%;9;1,79%;7;1,39%;;;;;;;;;;;19;0.0400
Municipals;2011;5;8;08279805008;1402;708;35;13;660;0,495720399;200;28,78%;211;30,36%;56;8,06%;54;7,77%;61;8,78%;10;1,44%;11;1,58%;8;1,15%;13;1,87%;;;;;;;;;;;36;0.0545
Municipals;2011;5;9;08279805009;1335;668;21;11;636;0,492134831;226;34,40%;179;27,25%;21;3,20%;86;13,09%;70;10,65%;15;2,28%;4;0,61%;8;1,22%;9;1,37%;;;;;;;;;;;18;0.0283
Municipals;2011;5;10;08279805010;1457;748;21;10;717;0,506520247;357;48,37%;93;12,60%;15;2,03%;109;14,77%;66;8,94%;18;2,44%;7;0,95%;13;1,76%;14;1,90%;;;;;;;;;;;25;0.0349
Municipals;2011;5;11;08279805011;1430;766;45;15;706;0,525174825;235;31,29%;175;23,30%;37;4,93%;116;15,45%;67;8,92%;11;1,46%;8;1,07%;9;1,20%;13;1,73%;;;;;;;;;;;35;0.0496
Municipals;2011;5;12;08279805012;593;293;15;1;277;0,492411467;129;44,18%;56;19,18%;10;3,42%;34;11,64%;25;8,56%;4;1,37%;4;1,37%;5;1,71%;1;0,34%;;;;;;;;;;;9;0.0325
Municipals;2011;5;13;08279805013;1022;435;23;6;406;0,419765166;182;42,42%;67;15,62%;12;2,80%;44;10,26%;51;11,89%;8;1,86%;4;0,93%;11;2,56%;4;0,93%;;;;;;;;;;;23;0.0567
Municipals;2011;5;14;08279805014;1562;803;32;13;758;0,505761844;331;41,90%;135;17,09%;13;1,65%;136;17,22%;64;8,10%;13;1,65%;4;0,51%;15;1,90%;8;1,01%;;;;;;;;;;;39;0.0515
Municipals;2011;5;15;08279805015;1511;658;21;16;621;0,424884183;285;44,39%;82;12,77%;29;4,52%;67;10,44%;73;11,37%;17;2,65%;3;0,47%;31;4,83%;7;1,09%;;;;;;;;;;;27;0.0435
Municipals;2011;5;16;08279805016;1704;797;27;24;746;0,453638498;312;40,36%;133;17,21%;16;2,07%;115;14,88%;72;9,31%;22;2,85%;4;0,52%;13;1,68%;10;1,29%;;;;;;;;;;;49;0.0657
Municipals;2011;5;17;08279805017;1271;576;43;2;531;0,451612903;170;29,62%;124;21,60%;15;2,61%;63;10,98%;62;10,80%;18;3,14%;5;0,87%;9;1,57%;17;2,96%;;;;;;;;;;;48;0.0904
Municipals;2011;5;18;08279805018;998;544;21;0;523;0,54509018;226;41,54%;76;13,97%;6;1,10%;105;19,30%;43;7,90%;9;1,65%;3;0,55%;13;2,39%;11;2,02%;;;;;;;;;;;31;0.0593
Municipals;2011;5;19;08279805019;799;311;16;10;285;0,376720901;84;27,91%;71;23,59%;11;3,65%;33;10,96%;32;10,63%;11;3,65%;1;0,33%;15;4,98%;6;1,99%;;;;;;;;;;;21;0.0737
Municipals;2011;5;20;08279805020;1166;552;25;7;520;0,467409949;161;29,54%;160;29,36%;23;4,22%;48;8,81%;51;9,36%;9;1,65%;7;1,28%;14;2,57%;20;3,67%;;;;;;;;;;;27;0.0519
Municipals;2011;5;21;08279805021;1372;725;19;5;701;0,524781341;255;35,42%;145;20,14%;24;3,33%;97;13,47%;87;12,08%;23;3,19%;10;1,39%;16;2,22%;21;2,92%;;;;;;;;;;;23;0.0328
Municipals;2011;5;22;08279805022;541;250;4;11;235;0,441774492;84;35,15%;47;19,67%;7;2,93%;37;15,48%;28;11,72%;4;1,67%;5;2,09%;5;2,09%;4;1,67%;;;;;;;;;;;14;0.0596
Municipals;2011;5;23;08279805023;1178;582;28;14;540;0,482173175;134;23,59%;213;37,50%;43;7,57%;47;8,27%;52;9,15%;7;1,23%;10;1,76%;2;0,35%;10;1,76%;;;;;;;;;;;22;0.0407
Municipals;2011;5;24;08279805024;1086;520;29;7;484;0,472375691;161;31,38%;99;19,30%;28;5,46%;53;10,33%;63;12,28%;15;2,92%;4;0,78%;16;3,12%;10;1,95%;;;;;;;;;;;35;0.0723
Municipals;2011;5;25;08279805025;867;417;17;3;397;0,477508651;156;37,68%;94;22,71%;11;2,66%;52;12,56%;26;6,28%;14;3,38%;5;1,21%;9;2,17%;6;1,45%;;;;;;;;;;;24;0.0605
Municipals;2011;5;26;08279805026;1004;558;24;6;528;0,549800797;152;27,54%;173;31,34%;29;5,25%;52;9,42%;68;12,32%;8;1,45%;6;1,09%;10;1,81%;7;1,27%;;;;;;;;;;;23;0.0436
Municipals;2011;5;27;08279805027;936;510;36;17;457;0,526709402;131;26,57%;155;31,44%;21;4,26%;44;8,92%;48;9,74%;9;1,83%;5;1,01%;10;2,03%;13;2,64%;;;;;;;;;;;21;0.0460
Municipals;2011;5;28;08279805028;873;430;20;7;403;0,484536082;157;37,12%;63;14,89%;13;3,07%;59;13,95%;56;13,24%;12;2,84%;2;0,47%;6;1,42%;10;2,36%;;;;;;;;;;;25;0.0620
Municipals;2011;5;29;08279805029;856;459;29;3;427;0,53271028;151;33,11%;84;18,42%;22;4,82%;58;12,72%;54;11,84%;12;2,63%;3;0,66%;6;1,32%;9;1,97%;;;;;;;;;;;28;0.0656
Municipals;2011;6;1;08279806001;864;429;13;2;414;0,494212963;227;53,16%;52;12,18%;10;2,34%;39;9,13%;37;8,67%;7;1,64%;2;0,47%;15;3,51%;7;1,64%;;;;;;;;;;;18;0.0435
Municipals;2011;6;2;08279806002;1123;513;17;3;493;0,454140695;211;41,37%;78;15,29%;8;1,57%;68;13,33%;53;10,39%;10;1,96%;7;1,37%;27;5,29%;5;0,98%;;;;;;;;;;;26;0.0527
Municipals;2011;6;3;08279806003;1458;691;26;7;658;0,469135802;233;34,06%;122;17,84%;14;2,05%;108;15,79%;78;11,40%;18;2,63%;6;0,88%;36;5,26%;14;2,05%;;;;;;;;;;;29;0.0441
Municipals;2011;6;4;08279806004;891;421;22;4;395;0,468013468;164;39,33%;65;15,59%;7;1,68%;78;18,71%;40;9,59%;3;0,72%;2;0,48%;10;2,40%;12;2,88%;;;;;;;;;;;14;0.0354
Municipals;2011;6;5;08279806005;1059;491;23;2;466;0,461756374;163;33,33%;78;15,95%;12;2,45%;55;11,25%;76;15,54%;12;2,45%;7;1,43%;22;4,50%;6;1,23%;;;;;;;;;;;35;0.0751
Municipals;2011;6;6;08279806006;1115;457;18;9;430;0,401793722;119;26,56%;59;13,17%;9;2,01%;80;17,86%;48;10,71%;33;7,37%;4;0,89%;35;7,81%;9;2,01%;;;;;;;;;;;34;0.0791
Municipals;2011;6;8;08279806008;1546;744;37;15;692;0,471539457;221;30,32%;195;26,75%;39;5,35%;87;11,93%;58;7,96%;8;1,10%;3;0,41%;36;4,94%;16;2,19%;;;;;;;;;;;29;0.0419
Municipals;2011;6;9;08279806009;857;440;20;4;416;0,508751459;189;43,35%;53;12,16%;16;3,67%;54;12,39%;33;7,57%;17;3,90%;3;0,69%;7;1,61%;17;3,90%;;;;;;;;;;;27;0.0649
Municipals;2011;6;10;08279806010;1525;760;34;13;713;0,489836066;314;42,03%;99;13,25%;19;2,54%;84;11,24%;90;12,05%;21;2,81%;4;0,54%;41;5,49%;9;1,20%;;;;;;;;;;;32;0.0449
